id, username, created_at, lng, lat, text
1222658060411293697, KRA2385, Wed Jan 29 23:09:32 +0000 2020, -77.604684, 41.117936, @noahgittell @MBrownstein89 @keithpowell16 The @Mets “spent 24 million dollars” and their team looks better than la… https://t.co/WhHy1hEpTQ 
1222658061631811584, fmm_dboy, Wed Jan 29 23:09:32 +0000 2020, -121.873730, 37.331159, @VE678 @GmoneyAk 🤣🤣 
1222658062437244929, iamtycole, Wed Jan 29 23:09:32 +0000 2020, -73.968542, 40.780709, I can’t wait till, I get some so you could..... 👂 
1222658062445576192, flagg_chris, Wed Jan 29 23:09:32 +0000 2020, -93.496319, 41.576534, I would bet a buck it started in the exhaust hood 
1222658063041224704, thecoolan, Wed Jan 29 23:09:32 +0000 2020, -73.831187, 40.670879, T be fair its just an exaggeration 
1222658063112404992, rkeith3, Wed Jan 29 23:09:32 +0000 2020, -81.568962, 41.082630, @Reggiebear3 Do what with my fingers? @ West Akron, Ohio https://t.co/WrekAigSj8 
1222658063326380034, almightyambs, Wed Jan 29 23:09:32 +0000 2020, -77.014398, 38.898603, This new Gotti too fire 
1222658063355842561, JoeFreshgoods, Wed Jan 29 23:09:32 +0000 2020, -87.732013, 41.833585, @kissmynash START YOUR OWN AGENCY MY LOVE. 
1222658063322185728, sugarshane1963, Wed Jan 29 23:09:32 +0000 2020, -97.343915, 37.683897, @boblutz I finally have time to listen to the whole show. Love the entertainment you provide us 
1222658063439745024, itsSeanMc, Wed Jan 29 23:09:32 +0000 2020, -75.117998, 40.004866, @zrjaved @mikescott_hive 👀 
1222658063510929409, AmyPoettker, Wed Jan 29 23:09:32 +0000 2020, -84.784154, 39.236830, Go Connor!! #24 
1222658063875919872, kingfrizzle7656, Wed Jan 29 23:09:32 +0000 2020, -83.265121, 42.312628, TAP IN YALL 🚨🚨🚨🚨🚨🚨king Frizzle - Gang Land (Official Audio)  (ft cashier corn &amp; 485 SKO) https://t.co/AwcYYWTUma via @YouTube 
1222658063359934465, DR0WN0RSWIM, Wed Jan 29 23:09:32 +0000 2020, -90.011008, 29.982601, NEW ARTIST ALERT🎬🌐 #superwicked #goat https://t.co/IhiqKQiI13 
1222658063859175424, RomaClubPhila, Wed Jan 29 23:09:32 +0000 2020, -75.117998, 40.004866, @RomaRomaRoma17 He needs an upgrade https://t.co/bhBpuQmYcz 
1222658064014135297, KingXil, Wed Jan 29 23:09:33 +0000 2020, -116.516513, 33.954588, tiktoks galore https://t.co/sHlbuJFI9l 
1222658064073084933, etruehollywood, Wed Jan 29 23:09:33 +0000 2020, -73.968542, 40.780709, I’m legit https://t.co/4r3L943E9A 
1222658064786100228, OBEY_Beee, Wed Jan 29 23:09:33 +0000 2020, -106.417430, 31.793368, @JDaIey FITFAM 
1222658065536819207, MingaGuajardo, Wed Jan 29 23:09:33 +0000 2020, -98.540651, 29.417501, @techcoachjones @CarolPett2 Thank you!!😃 
1222658066304258048, connor_melton, Wed Jan 29 23:09:33 +0000 2020, -121.436217, 37.723350, @gbaaaby2 @Young_Mousey Throwback to the beginning fall of my high school football season/career, more like. 
1222658066249728000, jjta_, Wed Jan 29 23:09:33 +0000 2020, -122.334461, 47.307568, #GoBeavs  @BeaverFootball thank you 💪🏾🏈 https://t.co/ZGXSgSjbhX 
1222658066447065088, PJMoore_TO, Wed Jan 29 23:09:33 +0000 2020, -79.272570, 43.629311, @CailinasEirinn @calmecam My mother blasts a whistle in their ear through the phone. Not sure if it's fair to the l… https://t.co/DjLVZazRKs 
1222658066820345857, savageedick, Wed Jan 29 23:09:33 +0000 2020, -95.446486, 29.838495, Lmao 
1222658067256500224, natekendall23, Wed Jan 29 23:09:33 +0000 2020, -92.436774, 38.304558, Halftime.... Plattsburg leads West Platte 27-14. It’s the Savannah Bingham show for the Lady Tigers. She has 20 of… https://t.co/4Ne9A0xCGA 
1222658067344609281, JoeyLoMonaco, Wed Jan 29 23:09:33 +0000 2020, -79.420865, 38.003376, Park View stormed back from behind to take game 1. 
1222658067403300870, Canchascan, Wed Jan 29 23:09:33 +0000 2020, -87.732013, 41.833585, Wow, "When discussing AMERICAN DIRT, we ultimately go back to the novel's intention." My dude, this is astronomical… https://t.co/m1zL9q0lxW 
1222658067441115137, greg_doucette, Wed Jan 29 23:09:33 +0000 2020, -79.861034, 35.170499, Possible but unlikely. There's a nonzero chance the members on the "special" committee and on University Governance… https://t.co/x09qXICY8R 
1222658067755667459, LigonDental, Wed Jan 29 23:09:33 +0000 2020, -82.672903, 27.795720, Say the word if y’all want to see a woman in a car bomb. Literally. 🎶 
1222658068363841538, arenda, Wed Jan 29 23:09:34 +0000 2020, -77.014398, 38.898603, This 
1222658068615454723, mrshawnfrank, Wed Jan 29 23:09:34 +0000 2020, -76.992441, 38.752715, Well deserved! 
1222658069278216197, sportsnutct2, Wed Jan 29 23:09:34 +0000 2020, -73.278146, 41.174649, @RudyGiuliani You are fucking crazy ...and it’s like you are this noise and a freak show that everyone gets a kick… https://t.co/0UC2er5skN 
1222658069433372674, TopFlightRod, Wed Jan 29 23:09:34 +0000 2020, -100.076888, 31.168893, I have too many female friends for a girl to ever trust me 
1222658069471145987, sunflower2499, Wed Jan 29 23:09:34 +0000 2020, -79.420865, 38.003376, Those statements ARE NOT UNDER OATH! 
1222658069622087686, DusomeRosa, Wed Jan 29 23:09:34 +0000 2020, -78.892246, 43.808878, @michelledubeCTV @CTVToronto @CarryMaternity You look terrific😁 
1222658069735378945, xoxojessv, Wed Jan 29 23:09:34 +0000 2020, -95.326899, 29.547885, @ghostgirlpwr Don’t apologize 💀 Be like i get idc and fuck you and yo momma 
1222658069873790977, greg_doucette, Wed Jan 29 23:09:34 +0000 2020, -79.861034, 35.170499, And even if there's a criminal prosecution, the likely punishment would be a ban on serving on boards (plus the ign… https://t.co/0dr9TbytkK 
1222658070104264705, julzofthegarden, Wed Jan 29 23:09:34 +0000 2020, -122.805579, 45.484892, @MarshaBlackburn @realDonaldTrump Read the constitution Marsha! 
1222658069441732610, xjazzminn, Wed Jan 29 23:09:34 +0000 2020, -73.968542, 40.780709, First basketball game tonight. New York Knicks VS Memphis Grizzlies at Madison Sqaure Garden. https://t.co/ZRc5xedWHE 
1222658070553059328, thesouRNurse, Wed Jan 29 23:09:34 +0000 2020, -122.435979, 37.770657, Yesssssss 
1222658070695890945, lookgoodloso, Wed Jan 29 23:09:34 +0000 2020, -73.781306, 40.934811, @Joe_Bah Of course 
1222658070737633281, el_dannyg14, Wed Jan 29 23:09:34 +0000 2020, -117.173571, 34.052874, Senior night tonight . 
1222658070834302983, Joy61297, Wed Jan 29 23:09:34 +0000 2020, -73.948775, 40.655138, Whereeeeeee did this come from and is there more 
1222658071123632128, TheCoachLj, Wed Jan 29 23:09:34 +0000 2020, -80.846785, 35.209059, Today’s midweek cardio workout:Treadmill Interval training Speed x Time6.0 x 2 mins warm up 8.0 x 8 mins 🔥🔥🔥… https://t.co/W3yYxkvBqu 
1222658071195013120, JasminSanchx, Wed Jan 29 23:09:34 +0000 2020, -96.761753, 32.819858, Zaida &amp; I be fooling w the shots 😂 
1222658071316422656, BobbyAdore, Wed Jan 29 23:09:34 +0000 2020, -118.411907, 34.020789, @RileyStarrrr 👀 
1222658071484358663, MGarza2099, Wed Jan 29 23:09:34 +0000 2020, -100.076888, 31.168893, I would soo eat it from behind 🤤🤤 
1222658071635341312, bdhowald, Wed Jan 29 23:09:34 +0000 2020, -73.968542, 40.780709, @mmesher That’s how the President and his enablers think.See: criticism of the President is valid as long as it c… https://t.co/itt3vcxlgJ 
1222658071811567616, claire_kilgore, Wed Jan 29 23:09:34 +0000 2020, -86.791549, 36.200008, I just saw an alley squirrel try to carry barbecue sauce up a telephone pole 
1222658071991857158, Feldspat52, Wed Jan 29 23:09:34 +0000 2020, -77.234527, 38.788313, @apathetic_NY I know, I am in a minority. 😁 
1222658072604106752, Ellelunartic, Wed Jan 29 23:09:35 +0000 2020, -122.228685, 37.791994, @BelloCallme Clearly somebody thinks we're their popeyes 🚮 
1222658073405415431, karlaamps, Wed Jan 29 23:09:35 +0000 2020, -100.293591, 25.641718, Do I go home to nothing or stay out for more? 
1222658071115202561, HERrealtors, Wed Jan 29 23:09:34 +0000 2020, -82.952100, 39.645300, William A Ett would love to show you the #listing at 2425 N Court Street #Circleville #OH  #realestate… https://t.co/PAOdQtSjq1 
1222658073434689538, MissOlson11, Wed Jan 29 23:09:35 +0000 2020, -84.539813, 39.137038, Leaving some BIG shoes to fill in play and in leadership! Way to go @cronmaddy! 
1222658073623498753, _daplugdaughter, Wed Jan 29 23:09:35 +0000 2020, -80.125423, 25.893189, you can’t hang with US lil fish. 
